id	wave	date	polarization	time	interviewdistance	edate	treated	fortuyn	pvda	vvd	lpf	cda	age	female	rural	sclass	polkno	religion	dlr	postlr	lprelr	lpf_id_broad	vvd_id_broad	cu_id_broad	cda_id_broad	d66_id_broad	pvda_id_broad	gl_id_broad	sp_id_broad	rightid	leftid	asylum	crime	euthanasia	inequality	sample
175.0	1.0	2002-04-18	2.0	-27.0	41.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	30.083334	2.0	2.0	3.0	6.0	0.0				0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	1.0	6.0	1.0
175.0	2.0	2002-05-29	2.0	14.0	41.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	30.166666	2.0	2.0	3.0	6.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	1.0	6.0	1.0
175.0	3.0	2003-02-06		267.0	41.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	30.916666	2.0	2.0	3.0	6.0	0.0				0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	1.0	6.0	
176.0	1.0	2002-04-22	2.0	-23.0	32.0	2002-05-15	0.0	0.0	1.0	0.0	0.0	0.0	52.75	1.0	2.0	5.0	7.0	1.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	7.0	1.0	1.0	1.0
176.0	2.0	2002-05-24	0.0	9.0	32.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	52.833332	1.0	2.0	5.0	7.0	1.0	-2.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	7.0	1.0	1.0	1.0
177.0	1.0	2002-04-26	1.0	-19.0		2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	20.583334	2.0	2.0	3.0	1.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	6.0	4.0	4.0	
178.0	1.0	2002-04-22	4.0	-23.0	48.0	2002-05-15	0.0	0.0	1.0	0.0	0.0	0.0	53.5	2.0	2.0	5.0	4.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	6.0	2.0	4.0	1.0
178.0	2.0	2002-06-09	3.0	25.0	48.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	53.666668	2.0	2.0	5.0	4.0	0.0	-7.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	6.0	2.0	4.0	1.0
178.0	3.0	2003-02-10		271.0	48.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	54.333332	2.0	2.0	5.0	4.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	6.0	2.0	4.0	
179.0	1.0	2002-04-19	2.0	-26.0	41.0	2002-05-15	0.0	0.0	0.0	1.0	0.0	0.0	47.583332	1.0	2.0	2.0	9.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	3.0	4.0	1.0
179.0	2.0	2002-05-30	0.0	15.0	41.0	2002-05-15	1.0	1.0	0.0	1.0	0.0	0.0	47.666668	1.0	2.0	2.0	9.0	0.0	-2.0	6.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	3.0	4.0	1.0
180.0	1.0	2002-04-17	2.0	-28.0	37.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	1.0	85.083336	1.0	2.0	3.0	9.0	1.0				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	3.0	2.0	1.0
180.0	2.0	2002-05-24	1.0	9.0	37.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	85.166664	1.0	2.0	3.0	9.0	1.0	1.0	5.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	3.0	2.0	1.0
180.0	3.0	2003-01-31		261.0	37.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	85.833336	1.0	2.0	3.0	9.0	1.0				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	3.0	2.0	
181.0	1.0		2.0			2002-05-15	0.0	1.0	0.0	0.0	0.0	0.0		1.0	2.0	3.0	8.0	1.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	4.0	1.0	
182.0	1.0	2002-04-17	3.0	-28.0	36.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	53.333332	1.0	2.0	3.0	8.0	1.0				0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	7.0	7.0	1.0	1.0	1.0
182.0	2.0	2002-05-23	2.0	8.0	36.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	53.416668	1.0	2.0	3.0	8.0	1.0	-5.0	4.0	9.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	7.0	7.0	1.0	1.0	1.0
182.0	3.0	2003-02-05		266.0	36.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	54.166668	1.0	2.0	3.0	8.0	1.0				0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	7.0	7.0	1.0	1.0	
183.0	1.0	2002-04-19	3.0	-26.0	36.0	2002-05-15	0.0	0.0	1.0	0.0	0.0	0.0	31.416666	2.0	2.0	2.0	6.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	5.0	3.0	3.0	1.0
183.0	2.0	2002-05-25	2.0	10.0	36.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	31.5	2.0	2.0	2.0	6.0	0.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	5.0	3.0	3.0	1.0
183.0	3.0	2003-02-07		268.0	36.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	32.25	2.0	2.0	2.0	6.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	5.0	3.0	3.0	
184.0	1.0	2002-05-06	2.0	-9.0	16.0	2002-05-15	0.0	0.0	0.0	1.0	0.0	0.0	60.583332	1.0	2.0	2.0	12.0	1.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	2.0	4.0	1.0
184.0	2.0	2002-05-22	2.0	7.0	16.0	2002-05-15	1.0	1.0	0.0	1.0	0.0	0.0	60.583332	1.0	2.0	2.0	12.0	1.0	0.0	8.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	2.0	4.0	1.0
184.0	3.0	2003-02-10		271.0	16.0	2002-05-15	1.0	1.0	0.0	1.0	0.0	0.0	61.333332	1.0	2.0	2.0	12.0	1.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	2.0	4.0	
185.0	1.0	2002-04-17	0.0	-28.0	35.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	1.0	82.083336	1.0	2.0	3.0	12.0	1.0				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	4.0	1.0	1.0
185.0	2.0	2002-05-22	0.0	7.0	35.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	82.166664	1.0	2.0	3.0	12.0	1.0	0.0	6.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	4.0	1.0	1.0
185.0	3.0	2003-02-04		265.0	35.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	82.916664	1.0	2.0	3.0	12.0	1.0				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	4.0	1.0	
186.0	1.0	2002-04-22	3.0	-23.0		2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	35.666668	2.0	2.0	2.0	5.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	5.0	2.0	3.0	
187.0	1.0	2002-04-22	2.0	-23.0	29.0	2002-05-15	0.0	0.0	0.0	0.0	1.0	0.0	60.25	1.0	2.0	1.0	10.0	1.0				1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	7.0	1.0	1.0	1.0
187.0	2.0	2002-05-21	2.0	6.0	29.0	2002-05-15	1.0	1.0	0.0	0.0	1.0	0.0	60.333332	1.0	2.0	1.0	10.0	1.0	0.0	8.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	7.0	1.0	1.0	1.0
187.0	3.0	2003-02-05		266.0	29.0	2002-05-15	1.0	1.0	0.0	0.0	1.0	0.0	61.083332	1.0	2.0	1.0	10.0	1.0				1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	7.0	1.0	1.0	
188.0	1.0	2002-05-03	3.0	-12.0	18.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	38.5	1.0	2.0	2.0	11.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	3.0	1.0
188.0	2.0	2002-05-21	3.0	6.0	18.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	38.5	1.0	2.0	2.0	11.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	3.0	1.0
188.0	3.0	2003-01-27		257.0	18.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	39.166668	1.0	2.0	2.0	11.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	3.0	
189.0	1.0	2002-04-23	4.0	-22.0	29.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	56.75	2.0	2.0	3.0	12.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	2.0	5.0	1.0	1.0
189.0	2.0	2002-05-22	4.0	7.0	29.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	56.833332	2.0	2.0	3.0	12.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	2.0	5.0	1.0	1.0
189.0	3.0	2003-01-29		259.0	29.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	57.5	2.0	2.0	3.0	12.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	2.0	5.0	1.0	
190.0	1.0	2002-04-20	2.0	-25.0	65.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	1.0	74.833336	1.0	2.0	2.990709	10.0	1.0				0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	7.0	4.0	5.0	1.0
190.0	2.0	2002-06-24	1.0	40.0	65.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	75.0	1.0	2.0	2.990709	10.0	1.0	-1.0	7.0	8.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	7.0	4.0	5.0	1.0
190.0	3.0	2003-02-08		269.0	65.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	75.666664	1.0	2.0	2.990709	10.0	1.0				0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	7.0	4.0	5.0	
191.0	1.0	2002-04-16	2.0	-29.0		2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	49.916668	1.0	2.0	2.0	12.0	0.0				0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	4.0	1.0	4.0	
192.0	1.0		3.0			2002-05-15	0.0	1.0	0.0	0.0	0.0	0.0		2.0	2.0	3.0	5.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	7.0	1.0	1.0	
193.0	1.0	2002-04-24	0.0	-21.0	29.0	2002-05-15	0.0	0.0	0.0	1.0	0.0	0.0	34.0	2.0	2.0	3.0	7.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	7.0	1.0	3.0	1.0
193.0	2.0	2002-05-23	0.0	8.0	29.0	2002-05-15	1.0	1.0	0.0	1.0	0.0	0.0	34.083332	2.0	2.0	3.0	7.0	0.0	0.0	6.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	7.0	1.0	3.0	1.0
193.0	3.0	2003-01-29		259.0	29.0	2002-05-15	1.0	1.0	0.0	1.0	0.0	0.0	34.75	2.0	2.0	3.0	7.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	7.0	1.0	3.0	
194.0	1.0	2002-04-16	1.0	-29.0	35.0	2002-05-15	0.0	0.0	1.0	0.0	0.0	0.0	52.916668	2.0	2.0	4.0	7.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	6.0	1.0	3.0	1.0
194.0	2.0	2002-05-21	3.0	6.0	35.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	53.0	2.0	2.0	4.0	7.0	0.0	-2.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	6.0	1.0	3.0	1.0
194.0	3.0	2003-01-30		260.0	35.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	53.666668	2.0	2.0	4.0	7.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	6.0	1.0	3.0	
195.0	1.0	2002-04-24	1.0	-21.0	29.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	1.0	31.666666	2.0	2.0	3.0	7.0	0.0				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	6.0	1.0	3.0	1.0
195.0	2.0	2002-05-23	0.0	8.0	29.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	31.75	2.0	2.0	3.0	7.0	0.0	1.0	6.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	6.0	1.0	3.0	1.0
195.0	3.0	2003-01-28		258.0	29.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	32.416668	2.0	2.0	3.0	7.0	0.0				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	6.0	1.0	3.0	
196.0	1.0	2002-04-18	3.0	-27.0	59.0	2002-05-15	0.0	0.0	1.0	0.0	0.0	0.0	49.083332	1.0	2.0	3.0	10.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	4.0	4.0	2.0	2.0	1.0
196.0	2.0	2002-06-16	3.0	32.0	59.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	49.25	1.0	2.0	3.0	10.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	4.0	4.0	2.0	2.0	1.0
196.0	3.0	2003-01-31		261.0	59.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	49.833332	1.0	2.0	3.0	10.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	4.0	4.0	2.0	2.0	
197.0	1.0	2002-04-24	2.0	-21.0	28.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	55.5	2.0	2.0	3.0	5.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	6.0	1.0	1.0	1.0
197.0	2.0	2002-05-22	0.0	7.0	28.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	55.583332	2.0	2.0	3.0	5.0	0.0	-2.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	6.0	1.0	1.0	1.0
198.0	1.0	2002-05-07	1.0	-8.0	42.0	2002-05-15	0.0	1.0	0.0	0.0	0.0	0.0	63.083332	1.0	2.0	5.0	7.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	3.0	1.0	1.0
198.0	2.0	2002-06-18	0.0	34.0	42.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	63.166668	1.0	2.0	5.0	7.0	0.0	1.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	3.0	1.0	1.0
198.0	3.0	2003-01-29		259.0	42.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	63.75	1.0	2.0	5.0	7.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	3.0	1.0	
199.0	1.0	2002-04-25	2.0	-20.0	27.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	28.166666	1.0	2.0	5.0	3.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	6.0	2.0	4.0	1.0
199.0	2.0	2002-05-22	2.0	7.0	27.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	28.25	1.0	2.0	5.0	3.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	6.0	2.0	4.0	1.0
199.0	3.0	2003-01-29		259.0	27.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	28.916666	1.0	2.0	5.0	3.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	6.0	2.0	4.0	
200.0	1.0	2002-04-17	1.0	-28.0	34.0	2002-05-15	0.0	0.0	0.0	1.0	0.0	0.0	71.583336	1.0	2.0	3.0	10.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	3.0	5.0	1.0
200.0	2.0	2002-05-21	2.0	6.0	34.0	2002-05-15	1.0	1.0	0.0	1.0	0.0	0.0	71.666664	1.0	2.0	3.0	10.0	0.0	1.0	8.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	3.0	5.0	1.0
200.0	3.0	2003-01-28		258.0	34.0	2002-05-15	1.0	1.0	0.0	1.0	0.0	0.0	72.333336	1.0	2.0	3.0	10.0	0.0				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	3.0	5.0	
201.0	1.0	2002-04-16	3.0	-29.0	61.0	2002-05-15	0.0	0.0	0.0	1.0	0.0	0.0	25.333334	1.0	2.0	2.0	6.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	1.0	5.0	1.0
201.0	2.0	2002-06-16	3.0	32.0	61.0	2002-05-15	1.0	1.0	0.0	1.0	0.0	0.0	25.5	1.0	2.0	2.0	6.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	1.0	5.0	1.0
202.0	1.0	2002-04-16	0.0	-29.0	36.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	61.166668	2.0	2.0	5.0	5.0	0.0				1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0	6.0	4.0	4.0	1.0
202.0	2.0	2002-05-22	3.0	7.0	36.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	61.25	2.0	2.0	5.0	5.0	0.0	-3.0	3.0	6.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0	6.0	4.0	4.0	1.0
202.0	3.0	2003-02-06		267.0	36.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	62.0	2.0	2.0	5.0	5.0	0.0				1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0	6.0	4.0	4.0	
203.0	1.0	2002-04-24	2.0	-21.0	29.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	58.25	2.0	2.0	3.0	3.0	1.0				0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	6.0	1.0	1.0
203.0	2.0	2002-05-23	3.0	8.0	29.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	58.333332	2.0	2.0	3.0	3.0	1.0	1.0	9.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	7.0	6.0	1.0	1.0
204.0	1.0	2002-05-02	2.0	-13.0	28.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	1.0	66.5	1.0	2.0	3.0	12.0	1.0				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	4.0	4.0	1.0
204.0	2.0	2002-05-30	3.0	15.0	28.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	66.5	1.0	2.0	3.0	12.0	1.0	1.0	9.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	4.0	4.0	1.0
204.0	3.0	2003-01-29		259.0	28.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	1.0	67.166664	1.0	2.0	3.0	12.0	1.0				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	5.0	4.0	4.0	
205.0	1.0	2002-04-18	2.0	-27.0	34.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	21.166666	2.0	2.0	3.0	3.0	1.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	5.0	1.0	1.0
205.0	2.0	2002-05-22	1.0	7.0	34.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	21.25	2.0	2.0	3.0	3.0	1.0	-1.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	5.0	1.0	1.0
205.0	3.0	2003-01-31		261.0	34.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	21.916666	2.0	2.0	3.0	3.0	1.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	5.0	1.0	
206.0	1.0	2002-04-17	2.0	-28.0	35.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	18.333334	1.0	2.0	2.0	6.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	4.0	2.0	3.0	1.0
206.0	2.0	2002-05-22	2.0	7.0	35.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	18.416666	1.0	2.0	2.0	6.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	4.0	2.0	3.0	1.0
207.0	1.0	2002-04-24	1.0	-21.0	29.0	2002-05-15	0.0	0.0	1.0	0.0	0.0	0.0	45.416668	1.0	2.0	5.0	4.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	5.0	4.0	2.0	1.0
207.0	2.0	2002-05-23	0.0	8.0	29.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	45.5	1.0	2.0	5.0	4.0	0.0	1.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	5.0	4.0	2.0	1.0
207.0	3.0	2003-02-19		280.0	29.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	46.25	1.0	2.0	5.0	4.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	5.0	4.0	2.0	
208.0	1.0	2002-04-23	2.0	-22.0	28.0	2002-05-15	0.0	0.0	1.0	0.0	0.0	0.0	45.083332	2.0	2.0	2.0	8.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	5.0	1.0	2.0	1.0
208.0	2.0	2002-05-21	2.0	6.0	28.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	45.166668	2.0	2.0	2.0	8.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	5.0	1.0	2.0	1.0
208.0	3.0	2003-02-12		273.0	28.0	2002-05-15	1.0	1.0	1.0	0.0	0.0	0.0	45.916668	2.0	2.0	2.0	8.0	0.0				0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	5.0	1.0	2.0	
209.0	1.0	2002-04-25	3.0	-20.0	47.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	20.5	2.0	2.0	3.0	3.0	1.0				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	4.0	2.0	2.0	1.0
209.0	2.0	2002-06-11	2.0	27.0	47.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	20.666666	2.0	2.0	3.0	3.0	1.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	4.0	2.0	2.0	1.0
209.0	3.0	2003-02-05		266.0	47.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	21.333334	2.0	2.0	3.0	3.0	1.0				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	4.0	2.0	2.0	
210.0	1.0	2002-04-19	1.0	-26.0	39.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	50.0	2.0	2.0	3.0	6.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	1.0	3.0	1.0
210.0	2.0	2002-05-28	0.0	13.0	39.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	50.083332	2.0	2.0	3.0	6.0	0.0	1.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	1.0	3.0	1.0
210.0	3.0	2003-01-28		258.0	39.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	50.75	2.0	2.0	3.0	6.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	1.0	3.0	
211.0	1.0	2002-04-18	1.0	-27.0	48.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	30.5	1.0	2.0	2.0	8.0	1.0				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	5.0	6.0	2.0	2.0	1.0
211.0	2.0	2002-06-05	2.0	21.0	48.0	2002-05-15	1.0	1.0	0.0	0.0	0.0	0.0	30.666666	1.0	2.0	2.0	8.0	1.0	1.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	5.0	6.0	2.0	2.0	1.0
212.0	1.0	2002-04-15	3.0	-30.0	51.0	2002-05-15	0.0	0.0	0.0	0.0	0.0	0.0	47.666668	1.0	2.0	3.0	9.0	0.0				0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	3.0	3.0	1.0
